+--------------+----------+---------------+-------------------+--------+-------+-------------------------+-------------------------+----------------------------------------------------+--------+----------------------------------------+----------+
|    corpus    |  optim   | learning_rate | start_decay_steps | length |  type |        start_time       |         end_time        |                     model_path                     |  score | path                                   |     size |
| Clean-de-en  | adadelta |      0.1      |        9875       |  4261  | train | 2019-07-22 01:53:57,157 | 2019-07-22 07:01:28,430 |                        None                        | 20.277 | wtmpc302-Clean-de-en.08                |  37.7KiB |
| Clean-cs-en  |   sgd    |      0.1      |       10750       |  4581  | train | 2019-07-23 11:02:26,802 | 2019-07-23 13:56:12,632 |                        None                        | 20.230 | wtmgws6-Clean-cs-en-2-.33              |  40.6KiB |
| Clean-cs-en  |   sgd    |      0.1      |       10750       | 10531  | train | 2019-07-07 22:58:31,223 | 2019-07-08 01:49:54,448 |  /tmp/4dahmen/data/Clean-cs-en/train/Clean-cs-en   | 19.962 | wtmgws3-train-2019-07-07T22+02:00.log  | 113.6KiB |
| Tagged-cs-en |   sgd    |      0.1      |       10750       |  4711  | train | 2019-07-11 19:41:23,728 | 2019-07-11 22:56:24,432 |   /data/4dahmen/Tagged-cs-en/train/Tagged-cs-en    | 19.823 | wtmgws2-Tagged-cs-en06                 |  40.9KiB |
| Clean-cs-en  | adadelta |      0.1      |       50000       |  4581  | train | 2019-07-20 08:29:57,928 | 2019-07-20 11:57:04,616 |                        None                        | 19.474 | wtmgws6-Clean-cs-en-2-.08              |  40.6KiB |
| Tagged-cs-en | adadelta |      0.1      |       21500       |  4701  | train | 2019-07-13 13:32:23,521 | 2019-07-13 17:21:46,626 |   /data/4dahmen/Tagged-cs-en/train/Tagged-cs-en    | 18.493 | wtmgws2-Tagged-cs-en31                 |  40.8KiB |
| Clean-cs-en  | adadelta |      0.1      |       21500       |  4581  | train | 2019-07-20 11:57:27,441 | 2019-07-20 15:24:36,208 |                        None                        | 18.288 | wtmgws6-Clean-cs-en-2-.09              |  40.6KiB |
| Tagged-cs-en |   sgd    |      1.0      |       50000       |  4361  | train | 2019-07-11 03:27:34,470 | 2019-07-11 06:42:24,021 |                        None                        | 17.095 | wtmgws2-Tagged-cs-en15                 |  40.2KiB |
| Tagged-cs-en |   sgd    |      0.1      |        2500       |  4711  | train | 2019-07-11 03:27:34,470 | 2019-07-11 06:42:24,021 |   /data/4dahmen/Tagged-cs-en/train/Tagged-cs-en    | 17.095 | wtmgws2-Tagged-cs-en01                 |  40.9KiB |
| Clean-cs-en  | adadelta |      0.1      |       10750       |  4581  | train | 2019-07-20 15:24:48,988 | 2019-07-20 18:52:03,268 |                        None                        | 16.728 | wtmgws6-Clean-cs-en-2-.10              |  40.6KiB |
| Tagged-de-en | adagrad  |      0.1      |       19750       |  9801  | train | 2019-06-28 18:02:01,624 | 2019-06-28 20:58:39,970 |   /data/4dahmen/Tagged-de-en/train/Tagged-de-en    | 15.848 | wtmgws6-train-2019-06-28T18+02:00.log  | 106.6KiB |
| Tagged-de-en | adagrad  |     0.001     |       19750       |  4461  | train | 2019-07-03 15:07:30,754 | 2019-07-03 18:49:44,007 |   /data/4dahmen/Tagged-de-en/train/Tagged-de-en    | 15.744 | wtmgws2-train-2019-07-03T15+02:00.log  |  37.9KiB |
| Tagged-cs-en |   sgd    |       1       |       50000       |  1791  | train | 2019-06-30 15:46:17,313 | 2019-06-30 16:05:35,766 |   /data/4dahmen/Tagged-cs-en/train/Tagged-cs-en    | 12.571 | wtmgws2-train-2019-06-30T15+02:00.log  |  13.3KiB |
| Clean-cs-en  |   sgd    |      0.01     |       50000       |  4581  | train | 2019-07-23 13:56:33,978 | 2019-07-23 16:50:22,430 |                        None                        | 11.783 | wtmgws6-Clean-cs-en-2-.34              |  40.8KiB |
| Clean-de-en  | adagrad  |      0.1      |        9875       |  9751  | train | 2019-06-28 17:54:17,882 | 2019-06-28 21:04:22,731 |    /data/4dahmen/Clean-de-en/train/Clean-de-en     | 11.529 | wtmgws2-train-2019-06-28T17+02:00.log  | 106.7KiB |
| Clean-cs-en  |   sgd    |      0.01     |       50000       | 10531  | train | 2019-07-01 17:21:28,182 | 2019-07-01 20:37:18,319 |    /data/4dahmen/Clean-cs-en/train/Clean-cs-en     | 11.526 | wtmgws6-train-2019-07-01T17+02:00.log  | 114.0KiB |
